order_id,amount,currency,payment_method,risk_tier,status,created_at
ord_1204,4028.09,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1205,4998.98,INR,UPI,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1206,13635.88,INR,UPI,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1207,12318.04,INR,UPI,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1208,7227.32,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1209,13289.7,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1210,14579.11,INR,UPI,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1211,9655.08,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1212,1045.31,INR,UPI,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1213,14671.84,INR,UPI,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1214,8914.78,INR,NETBANKING,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1215,8789.02,INR,UPI,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1216,12259.02,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1217,14869.3,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1218,13810.08,INR,UPI,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1219,1259.3,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1220,8590.47,INR,UPI,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1221,1681.78,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-20 10:00:00
ord_1222,10012.79,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-20 10:00:00
ord_1223,1728.43,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-20 10:00:00
ord_1224,7873.08,INR,UPI,STANDARD,COMPLETED,2026-08-05 10:00:00
ord_1225,5455.12,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-05 10:00:00
ord_1226,2746.71,INR,UPI,STANDARD,COMPLETED,2026-08-05 10:00:00
ord_1227,8326.68,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-05 10:00:00
ord_1228,2852.58,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-20 10:00:00
ord_1229,2900.32,INR,UPI,STANDARD,COMPLETED,2026-08-20 10:00:00
ord_1230,11409.67,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-08 10:00:00
ord_1231,14501.15,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-08 10:00:00
ord_1232,10335.45,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-08 10:00:00
ord_1233,12344.92,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1234,9797.1,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1235,4455.47,INR,NETBANKING,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1236,14222.99,INR,UPI,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1237,6099.41,INR,UPI,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1238,1936.71,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-13 10:00:00
ord_1239,10593.04,INR,UPI,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1240,576.14,INR,UPI,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1241,8457.66,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1242,4677.47,INR,UPI,HIGH_RISK,COMPLETED,2026-08-02 10:00:00
ord_1243,2107.44,INR,NETBANKING,STANDARD,COMPLETED,2026-08-20 10:00:00
ord_1244,4723.44,INR,UPI,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1245,3216.05,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1246,13163.31,INR,UPI,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1247,11336.09,INR,UPI,HIGH_RISK,COMPLETED,2026-08-17 10:00:00
ord_1248,10028.01,INR,UPI,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1249,2434.44,INR,UPI,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1250,12266.72,INR,UPI,STANDARD,COMPLETED,2026-08-15 10:00:00
ord_1251,4754.92,INR,UPI,STANDARD,COMPLETED,2026-08-15 10:00:00
ord_1252,4173.05,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1253,11822.2,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1254,5836.28,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1255,6106.35,INR,NETBANKING,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1256,11042.68,INR,UPI,STANDARD,COMPLETED,2026-08-17 10:00:00
ord_1257,1661.0,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1258,5597.43,INR,UPI,STANDARD,COMPLETED,2026-08-14 10:00:00
ord_1259,14973.18,INR,UPI,STANDARD,COMPLETED,2026-08-14 10:00:00
ord_1260,1588.1,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-14 10:00:00
ord_1261,10351.45,INR,NETBANKING,STANDARD,COMPLETED,2026-08-14 10:00:00
ord_1262,3921.93,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1263,14257.94,INR,UPI,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1264,8177.17,INR,UPI,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1265,2145.0,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1266,8644.25,INR,UPI,STANDARD,COMPLETED,2026-08-02 10:00:00
ord_1267,3402.59,INR,UPI,HIGH_RISK,COMPLETED,2026-08-20 10:00:00
ord_1268,10843.86,INR,NETBANKING,STANDARD,COMPLETED,2026-08-20 10:00:00
ord_1269,14805.33,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-20 10:00:00
ord_1270,4710.25,INR,UPI,STANDARD,COMPLETED,2026-08-20 10:00:00
ord_1271,2259.76,INR,UPI,STANDARD,COMPLETED,2026-08-06 10:00:00
ord_1272,881.12,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-06 10:00:00
ord_1273,1453.35,INR,UPI,STANDARD,COMPLETED,2026-08-18 10:00:00
ord_1274,2317.24,INR,UPI,HIGH_RISK,COMPLETED,2026-08-14 10:00:00
ord_1275,6772.97,INR,NETBANKING,HIGH_RISK,COMPLETED,2026-08-05 10:00:00
ord_1276,2718.72,INR,UPI,STANDARD,COMPLETED,2026-08-05 10:00:00
ord_1277,4133.78,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-12 10:00:00
ord_1278,9081.22,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1279,13579.01,INR,UPI,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1280,9941.38,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1281,7721.55,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1282,7502.7,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-03 10:00:00
ord_1283,7521.64,INR,UPI,STANDARD,COMPLETED,2026-08-06 10:00:00
ord_1284,10916.26,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-06 10:00:00
ord_1285,2396.11,INR,UPI,STANDARD,COMPLETED,2026-08-06 10:00:00
ord_1286,7263.85,INR,UPI,STANDARD,COMPLETED,2026-08-06 10:00:00
ord_1287,4099.92,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1288,8876.46,INR,UPI,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1289,7963.51,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1290,14205.88,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1291,4579.67,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-12 10:00:00
ord_1292,6748.45,INR,CREDIT_CARD,STANDARD,COMPLETED,2026-08-10 10:00:00
ord_1293,1241.79,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-12 10:00:00
ord_1294,6102.06,INR,DEBIT_CARD,STANDARD,COMPLETED,2026-08-12 10:00:00
